web-scraper-order,Car Model,Old Price,Price Change,New Price,date_range
1680210890-2497,Mercedes GLC 300 Automtic / coupe / AMG 2022,"1,950,000
EGP","trending_up
+290,000
EGP","2,240,000
EGP",26/07/2022
1680210890-2498,Mercedes E 200 A/T / AMG 2022,"2,094,000
EGP","trending_up
+1,656,000
EGP","3,750,000
EGP",16/01/2023
1680210890-2499,Mercedes E 200 A/T / AMG 2022,"1,900,000
EGP","trending_up
+194,000
EGP","2,094,000
EGP",4/12/2022
1680210890-2500,Mercedes E 200 A/T / AMG 2022,"1,730,000
EGP","trending_up
+170,000
EGP","1,900,000
EGP",2/8/2022
1680210890-2501,Mercedes E 200 A/T / AMG 2022,"1,625,000
EGP","trending_up
+105,000
EGP","1,730,000
EGP",26/07/2022
1680210890-2502,Mercedes E 200 A/T / AMG 2022,"1,524,000
EGP","trending_up
+101,000
EGP","1,625,000
EGP",21/04/2022
1680210890-2503,Mercedes E 300 A/T / EXCLUSIVE 2022,"2,264,000
EGP","trending_up
+636,000
EGP","2,900,000
EGP",16/01/2023
1680210890-2504,Mercedes E 300 A/T / EXCLUSIVE 2022,"2,050,000
EGP","trending_up
+214,000
EGP","2,264,000
EGP",4/12/2022
1680210890-2505,Mercedes E 300 A/T / EXCLUSIVE 2022,"1,875,000
EGP","trending_up
+175,000
EGP","2,050,000
EGP",2/8/2022
1680210890-2506,Mercedes E 300 A/T / EXCLUSIVE 2022,"1,705,000
EGP","trending_up
+170,000
EGP","1,875,000
EGP",26/07/2022
1680210890-2507,Mercedes E 300 A/T / EXCLUSIVE 2022,"1,645,000
EGP","trending_up
+60,000
EGP","1,705,000
EGP",26/07/2022
1680210890-2508,Soueast Dx7 prime A/T / Flagship 2023,"770,000
EGP","trending_up
+7,000
EGP","777,000
EGP",22/02/2023
1680210890-2509,Soueast Dx7 prime A/T / Flagship 2023,"770,000
EGP","trending_up
+7,000
EGP","777,000
EGP",22/02/2023
1680210890-2510,Soueast Dx7 prime A/T / Flagship 2023,"685,000
EGP","trending_up
+85,000
EGP","770,000
EGP",24/01/2023
1680210890-2511,Soueast Dx7 prime A/T / Flagship 2023,"700,000
EGP","trending_down
-15,000
EGP","685,000
EGP",11/12/2022
1680210890-2512,Soueast Dx7 prime A/T / Flagship 2023,"635,000
EGP","trending_up
+65,000
EGP","700,000
EGP",30/10/2022
1680210890-2513,Soueast Dx7 prime A/T / Flagship 2023,"655,000
EGP","trending_down
-20,000
EGP","635,000
EGP",11/10/2022
1680210890-2514,Soueast Dx7 prime A/T / Flagship 2023,"625,000
EGP","trending_up
+30,000
EGP","655,000
EGP",2/10/2022
1680210890-2515,Soueast Dx7 prime A/T / Flagship 2023,"597,000
EGP","trending_up
+28,000
EGP","625,000
EGP",15/09/2022
1680210890-2516,Soueast Dx7 prime A/T / Flagship 2023,"590,000
EGP","trending_up
+7,000
EGP","597,000
EGP",24/08/2022
1680210890-2517,Soueast Dx7 prime A/T / Flagship 2023,"550,000
EGP","trending_up
+40,000
EGP","590,000
EGP",4/8/2022
1680210890-2518,Suzuki Ciaz A/T / GL 2022,"384,900
EGP","trending_up
 +110,000
EGP","494,900
EGP",23/01/2023
1680210890-2519,Suzuki Ciaz A/T / GL 2022,"359,900
EGP","trending_up
+25,000
EGP","384,900
EGP",13/11/2022
1680210890-2520,Suzuki Ciaz A/T / GL 2022,"339,900
EGP","trending_up
+20,000
EGP","359,900
EGP",12/9/2022
1680210890-2521,Suzuki Ciaz A/T / GL 2022,"331,900
EGP","trending_up
+8,000
EGP","339,900
EGP",7/8/2022
1680210890-2522,Suzuki Ciaz A/T / GL 2022,"321,900
EGP","trending_up
+10,000
EGP","331,900
EGP",3/8/2022
1680210890-2523,Suzuki Ciaz A/T / GL 2022,"314,900
EGP","trending_up
+7,000
EGP","321,900
EGP",4/7/2022
1680210890-2524,Ssang Yong Tivoli XLV A/T / Comfort 2022,"530,000
EGP","trending_up
+65,000
EGP","595,000
EGP",8/11/2022
1680210890-2525,Ssang Yong Tivoli XLV A/T / Comfort 2022,"500,000
EGP","trending_up
+30,000
EGP","530,000
EGP",6/9/2022
1680210890-2526,Ssang Yong Tivoli XLV A/T / Comfort 2022,"465,000
EGP","trending_up
+35,000
EGP","500,000
EGP",29/08/2022
1680210890-2527,Ssang Yong Tivoli XLV A/T / Comfort 2022,"445,000
EGP","trending_up
+20,000
EGP","465,000
EGP",4/7/2022
1680210890-2528,Ssang Yong Tivoli XLV A/T / Comfort 2022,"395,000
EGP","trending_up
+50,000
EGP","445,000
EGP",13/05/2022
1680210890-2529,Ssang Yong Tivoli XLV A/T / Style 2022,"579,000
EGP","trending_up
+86,000
EGP","665,000
EGP",8/11/2022
1680210890-2530,Ssang Yong Tivoli XLV A/T / Style 2022,"549,000
EGP","trending_up
+30,000
EGP","579,000
EGP",6/9/2022
1680210890-2531,Ssang Yong Tivoli XLV A/T / Style 2022,"520,000
EGP","trending_up
+29,000
EGP","549,000
EGP",29/08/2022
1680210890-2532,Ssang Yong Tivoli XLV A/T / Style 2022,"480,000
EGP","trending_up
+40,000
EGP","520,000
EGP",4/7/2022
1680210890-2533,Ssang Yong Tivoli XLV A/T / Style 2022,"430,000
EGP","trending_up
+50,000
EGP","480,000
EGP",13/05/2022
1680210890-2534,Ssang Yong Tivoli A/T / Comfort 2022,"510,000
EGP","trending_up
+70,000
EGP","580,000
EGP",8/11/2022
1680210890-2535,Ssang Yong Tivoli A/T / Comfort 2022,"480,000
EGP","trending_up
+30,000
EGP","510,000
EGP",6/9/2022
1680210890-2536,Ssang Yong Tivoli A/T / Comfort 2022,"485,000
EGP","trending_down
-5,000
EGP","480,000
EGP",29/08/2022
1680210890-2537,Ssang Yong Tivoli A/T / Comfort 2022,"430,000
EGP","trending_up
+55,000
EGP","485,000
EGP",4/7/2022
1680210890-2538,Ssang Yong Tivoli A/T / Comfort 2022,"385,000
EGP","trending_up
+45,000
EGP","430,000
EGP",13/05/2022
1680210890-2539,Ssang Yong Tivoli A/T / Style 2022,"570,000
EGP","trending_up
+85,000
EGP","655,000
EGP",8/11/2022
1680210890-2540,Ssang Yong Tivoli A/T / Style 2022,"540,000
EGP","trending_up
+30,000
EGP","570,000
EGP",6/9/2022
1680210890-2541,Ssang Yong Tivoli A/T / Style 2022,"529,000
EGP","trending_up
+11,000
EGP","540,000
EGP",29/08/2022
1680210890-2542,Ssang Yong Tivoli A/T / Style 2022,"485,000
EGP","trending_up
+44,000
EGP","529,000
EGP",4/7/2022
1680210890-2543,Ssang Yong Tivoli A/T / Style 2022,"425,000
EGP","trending_up
+60,000
EGP","485,000
EGP",13/05/2022
1680210890-2544,Byd F3 Manual 2023,"340,000
EGP","trending_up
+20,000
 EGP","360,000
EGP",12/2/2023
1680210890-2545,Byd F3 Manual 2023,"310,000
EGP","trending_up
+30,000
EGP","340,000
EGP",14/01/2023
1680210890-2546,Byd F3 Manual 2023,"290,000
EGP","trending_up
+20,000
EGP","310,000
EGP",31/10/2022
1680210890-2547,Byd F3 Manual 2023,"275,000
EGP","trending_up
+15,000
EGP","290,000
EGP",4/9/2022
1680210890-2548,Byd F3 Manual 2023,"260,000
EGP","trending_up
+15,000
EGP","275,000
EGP",29/08/2022
1680210890-2549,Byd F3 Manual 2023,"245,000
EGP","trending_up
+15,000
EGP","260,000
EGP",20/08/2022
1680210890-2550,Byd F3 Manual 2023,"235,000
EGP","trending_up
+10,000
EGP","245,000
EGP",27/07/2022
1680210890-2551,Jetour X70 A/T / Comfort 2022,"464,900
EGP","trending_up
+45,000
EGP","509,900
EGP",11/9/2022
1680210890-2552,Jetour X70 A/T / Comfort 2022,"439,900
EGP","trending_up
+25,000
EGP","464,900
EGP",3/8/2022
1680210890-2553,Jetour X70 A/T / Comfort 2022,"339,900
EGP","trending_up
+100,000
EGP","439,900
EGP",4/7/2022
1680210890-2554,Jetour X70 A/T / Luxury 2022,"504,900
EGP","trending_up
+45,000
EGP","549,900
EGP",11/9/2022
1680210890-2555,Jetour X70 A/T / Luxury 2022,"484,900
EGP","trending_up
+20,000
EGP","504,900
EGP",3/8/2022
1680210890-2556,Jetour X70 A/T / Luxury 2022,"359,800
EGP","trending_up
+125,100
EGP","484,900
EGP",4/7/2022
1680210890-2557,Jetour X70 A/T / Luxury 2022,"344,800
EGP","trending_up
+15,000
 EGP","359,800
EGP",21/03/2022
1680210890-2558,Kia Sportage A/T / LX 2022,"679,900
EGP","trending_up
+110,000
EGP","789,900
EGP",17/11/2022
1680210890-2559,Kia Sportage A/T / LX 2022,"619,900
EGP","trending_up
+60,000
EGP","679,900
EGP",15/09/2022
1680210890-2560,Kia Sportage A/T / EX 2022,"719,900
EGP","trending_up
+110,000
EGP","829,900
EGP",17/11/2022
1680210890-2561,Kia Sportage A/T / EX 2022,"659,900
EGP","trending_up
+60,000
EGP","719,900
EGP",15/09/2022
1680210890-2562,Kia Sportage A/T / Highline 2022,"789,900
EGP","trending_up
+140,000
EGP","929,900
EGP",17/11/2022
1680210890-2563,Kia Sportage A/T / Highline 2022,"719,900
EGP","trending_up
+70,000
EGP","789,900
EGP",15/09/2022
1680210890-2564,Kia Sportage A/T / Highline 2022,"709,900
EGP","trending_up
+10,000
EGP","719,900
EGP",15/09/2022
1680210890-2565,Kia Sportage A/T / Top Line 2022,"849,900
EGP","trending_up
+160,000
EGP","1,009,900
EGP",17/11/2022
1680210890-2566,Kia Sportage A/T / Top Line 2022,"759,900
EGP","trending_up
+90,000
EGP","849,900
EGP",15/09/2022
1680210890-2567,Kia Sportage A/T / GT-Line 2022,"879,900
EGP","trending_up
+190,000
EGP","1,069,900
EGP",17/11/2022
1680210890-2568,Kia Sportage A/T / GT-Line 2022,"789,900
EGP","trending_up
+190,000
EGP","979,900
EGP",15/09/2022
1680210890-2569,Kia Sorento A/T / High Line 2022,"1,079,900
EGP","trending_up
+100,000
EGP","1,179,900
EGP",15/09/2022
1680210890-2570,Kia Sorento A/T / Top Line 2022,"1,189,900
EGP","trending_up
+100,000
EGP","1,289,900
EGP",15/09/2022
1680210890-2571,Soueast DX7 A/T / Top Line 2022,"410,000
EGP","trending_up
+270,000
EGP","680,000
EGP",15/09/2022
1680210890-2572,Soueast DX7 A/T / Top Line 2022,"385,000
EGP","trending_up
+25,000
EGP","410,000
EGP",27/12/2021
1680210890-2573,Soueast DX7 A/T / Top Line 2022,"383,000
EGP","trending_up
+2,000
EGP","385,000
EGP",4/8/2021
1680210890-2574,Soueast DX7 A/T / Top Line 2022,"380,000
EGP","trending_up
+3,000
EGP","383,000
EGP",7/7/2021
1680210890-2575,Toyota Corolla Automatic / Active 2022,"390,000
EGP","trending_up
+85,000
EGP","475,000
EGP",16/09/2022
1680210890-2576,Toyota Corolla Automatic / Active 2022,"345,000
EGP","trending_up
+45,000
EGP","390,000
EGP",7/4/2022
1680210890-2577,Toyota Corolla Automatic / Active 2022,"337,000
EGP","trending_up
+8,000
EGP","345,000
EGP",9/1/2022
1680210890-2578,Toyota Corolla Automatic / Active 2022,"325,000
EGP","trending_up
+12,000
EGP","337,000
EGP",25/08/2021
1680210890-2579,Bestune T33 A/T / Luxury 2023,"554,000
EGP","trending_up
+40,000
EGP","594,000
EGP",23/01/2023
1680210890-2580,Bestune T33 A/T / Luxury 2023,"495,000
EGP","trending_up
+59,000
EGP","554,000
EGP",27/10/2022
1680210890-2581,Bestune T33 A/T / Luxury 2023,"469,000
EGP","trending_up
+26,000
EGP","495,000
EGP",28/09/2022
1680210890-2582,Bestune T33 A/T / Luxury 2023,"385,000
EGP","trending_up
+84,000
EGP","469,000
EGP",6/9/2022
1680210890-2583,Bestune T33 A/T / Luxury 2023,"365,000
EGP","trending_up
+20,000
EGP","385,000
EGP",19/07/2022
1680210890-2584,Bestune T33 A/T / Luxury 2023,"355,000
EGP","trending_up
 +10,000
EGP","365,000
EGP",13/05/2022
1680210890-2585,Bestune T33 A/T / Luxury 2023,"298,000
EGP","trending_up
+57,000
EGP","355,000
EGP",8/4/2022
1680210890-2586,Bestune T33 A/T / Luxury 2023,"355,000
EGP","trending_down
-57,000
EGP","298,000
EGP",13/03/2022
1680210890-2587,Bestune T33 A/T / Premium 2023,"588,000
EGP","trending_up
+50,000
EGP","638,000
EGP",23/01/2023
1680210890-2588,Bestune T33 A/T / Premium 2023,"525,000
EGP","trending_up
+63,000
EGP","588,000
EGP",27/10/2022
1680210890-2589,Bestune T33 A/T / Premium 2023,"495,000
EGP","trending_up
+30,000
EGP","525,000
EGP",28/09/2022
1680210890-2590,Bestune T33 A/T / Premium 2023,"415,000
EGP","trending_up
+80,000
EGP","495,000
EGP",6/9/2022
1680210890-2591,Bestune T33 A/T / Premium 2023,"395,000
EGP","trending_up
+20,000
EGP","415,000
EGP",19/07/2022
1680210890-2592,Bestune T33 A/T / Premium 2023,"385,000
EGP","trending_up
+10,000
EGP","395,000
EGP",13/05/2022
1680210890-2593,Bestune T33 A/T / Premium 2023,"330,000
EGP","trending_up
+55,000
EGP","385,000
EGP",8/4/2022
1680210890-2594,Bestune T33 A/T / Premium 2023,"385,000
EGP","trending_down
-55,000
EGP","330,000
EGP",13/03/2022
1680210890-2595,Bestune T55 A/T / DELUXE 2023,"666,000
EGP","trending_up
+70,000
EGP","736,000
EGP",23/01/2023
1680210890-2596,Bestune T55 A/T / DELUXE 2023,"595,000
EGP","trending_up
+71,000
EGP","666,000
EGP",27/10/2022
1680210890-2597,Bestune T55 A/T / DELUXE 2023,"563,000
EGP","trending_up
+32,000
EGP","595,000
EGP",28/09/2022
1680210890-2598,Bestune T55 A/T / DELUXE 2023,"490,000
EGP","trending_up
+73,000
EGP","563,000
EGP",6/9/2022
1680210890-2599,Bestune T55 A/T / DELUXE 2023,"470,000
EGP","trending_up
+20,000
EGP","490,000
EGP",19/07/2022
1680210890-2600,Bestune T55 A/T / DELUXE 2023,"450,000
EGP","trending_up
+20,000
EGP","470,000
EGP",13/05/2022
1680210890-2601,Bestune T55 A/T / DELUXE 2023,"400,000
EGP","trending_up
+50,000
EGP","450,000
EGP",8/4/2022
1680210890-2602,Bestune T55 A/T / DELUXE 2023,"450,000
EGP","trending_down
-50,000
EGP","400,000
EGP",13/03/2022
1680210890-2603,Bestune T55 A/T / PREMIUM PLUS 2023,"733,000
EGP","trending_up
+78,000
EGP","811,000
EGP",23/01/2023
1680210890-2604,Bestune T55 A/T / PREMIUM PLUS 2023,"655,000
EGP","trending_up
+78,000
EGP","733,000
EGP",27/10/2022
1680210890-2605,Bestune T55 A/T / PREMIUM PLUS 2023,"615,000
EGP","trending_up
+40,000
EGP","655,000
EGP",28/09/2022
1680210890-2606,Bestune T55 A/T / PREMIUM PLUS 2023,"540,000
EGP","trending_up
+75,000
EGP","615,000
EGP",6/9/2022
1680210890-2607,Bestune T55 A/T / PREMIUM PLUS 2023,"520,000
EGP","trending_up
+20,000
EGP","540,000
EGP",19/07/2022
1680210890-2608,Bestune T55 A/T / PREMIUM PLUS 2023,"490,000
EGP","trending_up
+30,000
EGP","520,000
EGP",13/05/2022
1680210890-2609,Bestune T55 A/T / PREMIUM PLUS 2023,"440,000
EGP","trending_up
+50,000
EGP","490,000
EGP",8/4/2022
1680210890-2610,Bestune T55 A/T / PREMIUM PLUS 2023,"490,000
EGP","trending_down
-50,000
EGP","440,000
EGP",13/03/2022
1680210890-2611,Bestune T55 A/T / PREMIUM 2023,"711,000
EGP","trending_up
+70,000
EGP","781,000
EGP",23/01/2023
1680210890-2612,Bestune T55 A/T / PREMIUM 2023,"635,000
EGP","trending_up
+76,000
EGP","711,000
EGP",27/10/2022
1680210890-2613,Bestune T55 A/T / PREMIUM 2023,"653,000
EGP","trending_down
-18,000
EGP","635,000
EGP",28/09/2022
1680210890-2614,Bestune T55 A/T / PREMIUM 2023,"596,000
EGP","trending_up
+57,000
EGP","653,000
EGP",28/09/2022
1680210890-2615,Bestune T55 A/T / PREMIUM 2023,"510,000
EGP","trending_up
+86,000
EGP","596,000
EGP",6/9/2022
1680210890-2616,Bestune T55 A/T / PREMIUM 2023,"490,000
EGP","trending_up
+20,000
EGP","510,000
EGP",19/07/2022
1680210890-2617,Bestune T55 A/T / PREMIUM 2023,"470,000
EGP","trending_up
+20,000
EGP","490,000
EGP",13/05/2022
1680210890-2618,Bestune T55 A/T / PREMIUM 2023,"420,000
EGP","trending_up
+50,000
EGP","470,000
EGP",8/4/2022
1680210890-2619,Bestune T55 A/T / PREMIUM 2023,"470,000
EGP","trending_down
-50,000
EGP","420,000
EGP",13/03/2022
1680210890-2620,Bestune T77 Pro A/T / Comfort 2023,"677,000
EGP","trending_up
+60,000
EGP","737,000
EGP",23/01/2023
1680210890-2621,Bestune T77 Pro A/T / Comfort 2023,"605,000
EGP","trending_up
+72,000
EGP","677,000
EGP",27/10/2022
1680210890-2622,Bestune T77 Pro A/T / Comfort 2023,"564,000
EGP","trending_up
+41,000
EGP","605,000
EGP",28/09/2022
1680210890-2623,Bestune T77 Pro A/T / Comfort 2023,"495,000
EGP","trending_up
+69,000
EGP","564,000
EGP",6/9/2022
1680210890-2624,Bestune T77 Pro A/T / Comfort 2023,"475,000
EGP","trending_up
+20,000
EGP","495,000
EGP",19/07/2022
1680210890-2625,Bestune T77 Pro A/T / Comfort 2023,"455,000
EGP","trending_up
+20,000
EGP","475,000
EGP",13/05/2022
1680210890-2626,Bestune T77 Pro A/T / Comfort 2023,"415,000
EGP","trending_up
+40,000
EGP","455,000
EGP",8/4/2022
1680210890-2627,Bestune T77 Pro A/T / Comfort 2023,"455,000
EGP","trending_down
-40,000
EGP","415,000
EGP",13/03/2022
1680210890-2628,Bestune T77 Pro A/T / Deluxe 2023,"733,000
EGP","trending_up
+55,000
EGP","788,000
EGP",23/01/2023
1680210890-2629,Bestune T77 Pro A/T / Deluxe 2023,"655,000
EGP","trending_up
+78,000
EGP","733,000
EGP",27/10/2022
1680210890-2630,Bestune T77 Pro A/T / Deluxe 2023,"597,000
EGP","trending_up
+58,000
EGP","655,000
EGP",28/09/2022
1680210890-2631,Bestune T77 Pro A/T / Deluxe 2023,"515,000
EGP","trending_up
+82,000
 EGP","597,000
EGP",6/9/2022
1680210890-2632,Bestune T77 Pro A/T / Deluxe 2023,"495,000
EGP","trending_up
+20,000
EGP","515,000
EGP",19/07/2022
1680210890-2633,Bestune T77 Pro A/T / Deluxe 2023,"475,000
EGP","trending_up
+20,000
EGP","495,000
EGP",13/05/2022
1680210890-2634,Bestune T77 Pro A/T / Deluxe 2023,"435,000
EGP","trending_up
+40,000
EGP","475,000
EGP",8/4/2022
1680210890-2635,Bestune T77 Pro A/T / Deluxe 2023,"475,000
EGP","trending_down
-40,000
EGP","435,000
EGP",13/03/2022
1680210890-2636,Bestune T77 Pro A/T / Premium 2023,"885,000
EGP","trending_up
+40,000
EGP","925,000
EGP",16/03/2023
1680210890-2637,Bestune T77 Pro A/T / Premium 2023,"865,000
EGP","trending_up
+20,000
EGP","885,000
EGP",1/3/2023
1680210890-2638,Bestune T77 Pro A/T / Premium 2023,"835,000
EGP","trending_up
+30,000
EGP","865,000
EGP",1/2/2023
1680210890-2639,Bestune T77 Pro A/T / Premium 2023,"825,000
EGP","trending_up
+10,000
EGP","835,000
EGP",19/01/2023
1680210890-2640,Bestune T77 Pro A/T / Premium 2023,"815,000
EGP","trending_up
+10,000
EGP","825,000
EGP",9/1/2023
1680210890-2641,Bestune T77 Pro A/T / Premium 2023,"767,000
EGP","trending_up
 +48,000
EGP","815,000
EGP",12/12/2022
1680210890-2642,Bestune T77 Pro A/T / Premium 2023,"685,000
EGP","trending_up
+82,000
EGP","767,000
EGP",27/10/2022
1680210890-2643,Bestune T77 Pro A/T / Premium 2023,"635,000
EGP","trending_up
+50,000
EGP","685,000
EGP",28/09/2022
1680210890-2644,Bestune T77 Pro A/T / Premium 2023,"555,000
EGP","trending_up
+80,000
EGP","635,000
EGP",6/9/2022
1680210890-2645,Bestune T77 Pro A/T / Premium 2023,"535,000
EGP","trending_up
+20,000
EGP","555,000
EGP",19/07/2022
1680210890-2646,Bestune B70 A/T / Standard 2023,"644,000
EGP","trending_up
+54,000
EGP","698,000
EGP",23/01/2023
1680210890-2647,Bestune B70 A/T / Standard 2023,"575,000
EGP","trending_up
+69,000
EGP","644,000
EGP",27/10/2022
1680210890-2648,Bestune B70 A/T / Standard 2023,"536,000
EGP","trending_up
+39,000
EGP","575,000
EGP",28/09/2022
1680210890-2649,Bestune B70 A/T / Standard 2023,"460,000
EGP","trending_up
+76,000
EGP","536,000
EGP",6/9/2022
1680210890-2650,Bestune B70 A/T / Standard 2023,"440,000
EGP","trending_up
+20,000
EGP","460,000
EGP",19/07/2022
1680210890-2651,Bestune B70 A/T / Standard 2023,"425,000
EGP","trending_up
+15,000
EGP","440,000
EGP",13/05/2022
1680210890-2652,Bestune B70 A/T / Standard 2023,"385,000
EGP","trending_up
+40,000
EGP","425,000
EGP",8/4/2022
1680210890-2653,Bestune B70 A/T / Standard 2023,"425,000
EGP","trending_down
-40,000
EGP","385,000
EGP",13/03/2022
1680210890-2654,Bestune B70 A/T / Comfort 2023,"756,000
EGP","trending_up
+50,000
EGP","806,000
EGP",23/01/2023
1680210890-2655,Bestune B70 A/T / Comfort 2023,"675,000
EGP","trending_up
+81,000
EGP","756,000
EGP",27/10/2022
1680210890-2656,Bestune B70 A/T / Comfort 2023,"610,000
EGP","trending_up
+65,000
EGP","675,000
EGP",28/09/2022
1680210890-2657,Bestune B70 A/T / Comfort 2023,"525,000
EGP","trending_up
+85,000
EGP","610,000
EGP",6/9/2022
1680210890-2658,Bestune B70 A/T / Comfort 2023,"505,000
EGP","trending_up
+20,000
EGP","525,000
EGP",19/07/2022
1680210890-2659,Bestune B70 A/T / Comfort 2023,"485,000
EGP","trending_up
+20,000
EGP","505,000
EGP",13/05/2022
1680210890-2660,Bestune B70 A/T / Comfort 2023,"445,000
EGP","trending_up
+40,000
EGP","485,000
EGP",8/4/2022
1680210890-2661,Bestune B70 A/T / Comfort 2023,"485,000
EGP","trending_down
-40,000
EGP","445,000
EGP",13/03/2022
1680210890-2662,Baic X3 A/T / Luxury 2023,"599,000
EGP","trending_up
+40,000
EGP","639,000
EGP",14/02/2023
1680210890-2663,Baic X3 A/T / Luxury 2023,"469,000
EGP","trending_up
+130,000
EGP","599,000
EGP",16/01/2023
1680210890-2664,Baic X3 A/T / Luxury 2023,"469,000
EGP","trending_up
+40,000
EGP","509,000
EGP",13/11/2022
1680210890-2665,Baic X3 A/T / Luxury 2023,"449,000
EGP","trending_up
+20,000
EGP","469,000
EGP",4/10/2022
1680210890-2666,Opel Corsa A/T / Elegance 2023,"729,990
EGP","trending_up
+30,000
EGP","759,990
EGP",20/03/2023
1680210890-2667,Opel Corsa A/T / Elegance 2023,"679,990
EGP","trending_up
+50,000
EGP","729,990
EGP",5/3/2023
1680210890-2668,Opel Corsa A/T / Elegance 2023,"599,990
EGP","trending_up
+80,000
EGP","679,990
EGP",16/01/2023
1680210890-2669,Opel Corsa A/T / Elegance 2023,"519,990
EGP","trending_up
+80,000
EGP","599,990
EGP",9/1/2023
1680210890-2670,Opel Corsa A/T / Elegance 2023,"499,990
EGP","trending_up
+20,000
EGP","519,990
EGP",30/10/2022
1680210890-2671,Opel Corsa A/T / Elegance 2023,"469,990
EGP","trending_up
+30,000
EGP","499,990
EGP",5/10/2022
1680210890-2672,Opel Corsa A/T / Top line Plus 2023,"769,990
EGP","trending_up
+30,000
EGP","799,990
EGP",20/03/2023
1680210890-2673,Opel Corsa A/T / Top line Plus 2023,"719,990
EGP","trending_up
+50,000
EGP","769,990
EGP",5/3/2023
1680210890-2674,Opel Corsa A/T / Top line Plus 2023,"639,990
EGP","trending_up
+80,000
EGP","719,990
EGP",16/01/2023
1680210890-2675,Opel Corsa A/T / Top line Plus 2023,"549,990
EGP","trending_up
+90,000
EGP","639,990
EGP",9/1/2023
1680210890-2676,Opel Corsa A/T / Top line Plus 2023,"519,990
EGP","trending_up
+30,000
EGP","549,990
EGP",30/10/2022
1680210890-2677,Opel Corsa A/T / Top line Plus 2023,"489,990
EGP","trending_up
+30,000
EGP","519,990
EGP",5/10/2022
1680210890-2678,Opel Crossland A/T / Elegance 2023,"759,990
EGP","trending_up
+40,000
EGP","799,990
EGP",20/03/2023
1680210890-2679,Opel Crossland A/T / Elegance 2023,"699,990
EGP","trending_up
+60,000
EGP","759,990
EGP",5/3/2023
1680210890-2680,Opel Crossland A/T / Elegance 2023,"629,990
EGP","trending_up
+70,000
EGP","699,990
EGP",16/01/2023
1680210890-2681,Opel Crossland A/T / Elegance 2023,"549,990
EGP","trending_up
+80,000
EGP","629,990
EGP",9/1/2023
1680210890-2682,Opel Crossland A/T / Elegance 2023,"519,990
EGP","trending_up
+30,000
 EGP","549,990
EGP",30/10/2022
1680210890-2683,Opel Crossland A/T / Elegance 2023,"479,990
EGP","trending_up
+40,000
EGP","519,990
EGP",5/10/2022
1680210890-2684,Opel Crossland A/T / Top Line 2023,"819,990
EGP","trending_up
+40,000
EGP","859,990
EGP",20/03/2023
1680210890-2685,Opel Crossland A/T / Top Line 2023,"759,990
EGP","trending_up
+60,000
EGP","819,990
EGP",5/3/2023
1680210890-2686,Opel Crossland A/T / Top Line 2023,"669,990
EGP","trending_up
+90,000
EGP","759,990
EGP",16/01/2023
1680210890-2687,Opel Crossland A/T / Top Line 2023,"579,990
EGP","trending_up
+90,000
EGP","669,990
EGP",9/1/2023
1680210890-2688,Opel Crossland A/T / Top Line 2023,"549,990
EGP","trending_up
+30,000
EGP","579,990
EGP",30/10/2022
1680210890-2689,Opel Crossland A/T / Top Line 2023,"509,990
EGP","trending_up
+40,000
EGP","549,990
EGP",5/10/2022
1680210890-2690,Opel Mokka A/T / Elegance 2023,"929,990
EGP","trending_up
+50,000
EGP","979,990
EGP",20/03/2023
1680210890-2691,Opel Mokka A/T / Elegance 2023,"859,990
EGP","trending_up
+70,000
EGP","929,990
EGP",5/3/2023
1680210890-2692,Opel Mokka A/T / Elegance 2023,"759,990
EGP","trending_up
+100,000
EGP","859,990
EGP",16/01/2023
1680210890-2693,Opel Mokka A/T / Elegance 2023,"649,990
EGP","trending_up
+110,000
EGP","759,990
EGP",9/1/2023
1680210890-2694,Opel Mokka A/T / Elegance 2023,"619,990
EGP","trending_up
+30,000
EGP","649,990
EGP",30/10/2022
1680210890-2695,Opel Mokka A/T / Elegance 2023,"574,990
EGP","trending_up
+45,000
EGP","619,990
EGP",5/10/2022
1680210890-2696,Opel Mokka A/T / GS Line 2023,"989,990
EGP","trending_up
+50,000
EGP","1,039,990
EGP",20/03/2023
1680210890-2697,Opel Mokka A/T / GS Line 2023,"899,990
EGP","trending_up
+90,000
EGP","989,990
EGP",5/3/2023
1680210890-2698,Opel Mokka A/T / GS Line 2023,"799,990
EGP","trending_up
+100,000
EGP","899,990
EGP",16/01/2023
1680210890-2699,Opel Mokka A/T / GS Line 2023,"689,990
EGP","trending_up
+110,000
EGP","799,990
EGP",9/1/2023
1680210890-2700,Opel Mokka A/T / GS Line 2023,"649,990
EGP","trending_up
+40,000
EGP","689,990
EGP",30/10/2022
1680210890-2701,Opel Mokka A/T / GS Line 2023,"609,990
EGP","trending_up
+40,000
EGP","649,990
EGP",5/10/2022
1680210890-2702,Soueast DX7 NOVA A/T / Top Line 2022,"745,000
EGP","trending_up
+30,000
EGP","775,000
EGP",24/01/2023
1680210890-2703,Soueast DX7 NOVA A/T / Top Line 2022,"800,000
EGP","trending_down
-55,000
EGP","745,000
EGP",11/12/2022
1680210890-2704,Soueast DX7 NOVA A/T / Top Line 2022,"700,000
EGP","trending_up
+100,000
EGP","800,000
EGP",30/10/2022
